"feature_id","canonical_name","aliases","feature_family","plain_language_meaning","formula_or_algorithm","units","data_type","valid_domain","frequency","timestamp_convention","observation_key","raw_source_fields","preprocessing","window_and_warmup","lag_and_availability","missing_and_zero_behavior","normalization","sign_interpretation","producing_paths","hypothesis_ids","test_ids","leakage_or_survivorship_risk","verification_status"
"F-hf-gate-order-count-large-midday-v1","gate.order_count_large_midday.v1","none","gate","Versioned confidence variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-003","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-gate-l1-quantity-lowvol-middepth-v1","gate.l1_quantity_lowvol_middepth.v1","none","gate","Versioned confidence variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-002","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-gate-microprice-large-close-v1","gate.microprice_large_close.v1","none","gate","Versioned confidence variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-gate-reversal-large-move-mid-parity-dispersion-v1","gate.reversal_large_move_mid_parity_dispersion.v1","none","gate","Versioned confidence variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-004","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-gate-surface-diff-large-noisy-parity-v1","gate.surface_diff_large_noisy_parity.v1","none","gate","Versioned confidence variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-005","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-gate-own-ce-surface-noisy-choppy-v1","gate.own_ce_surface_noisy_choppy.v1","none","gate","Versioned confidence variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-gate-own-pe-surface-noisy-midvol-v1","gate.own_pe_surface_noisy_midvol.v1","none","gate","Versioned confidence variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-gate-fast-ofi-lowvol-trending-v1","gate.fast_ofi_lowvol_trending.v1","none","gate","Versioned diagnostic_quarantined variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-interaction-parity-l1-quantity-agree-v1","interaction.parity_l1_quantity_agree.v1","none","interaction","Versioned confidence variable for the high-frequency construction freeze.","Strict non-zero same-sign agreement for v1 production interaction; historical variants retain zero-equals-zero semantics.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence metadata, not a direction head.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-interaction-parity-order-count-agree-historical-v1","interaction.parity_order_count_agree_historical.v1","none","interaction","Versioned historical_replication variable for the high-frequency construction freeze.","Strict non-zero same-sign agreement for v1 production interaction; historical variants retain zero-equals-zero semantics.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence metadata, not a direction head.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-interaction-parity-fast-ofi-agree-historical-v1","interaction.parity_fast_ofi_agree_historical.v1","none","interaction","Versioned historical_replication variable for the high-frequency construction freeze.","Strict non-zero same-sign agreement for v1 production interaction; historical variants retain zero-equals-zero semantics.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence metadata, not a direction head.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-interaction-fast-ofi-order-count-agree-historical-v1","interaction.fast_ofi_order_count_agree_historical.v1","none","interaction","Versioned historical_replication variable for the high-frequency construction freeze.","Strict non-zero same-sign agreement for v1 production interaction; historical variants retain zero-equals-zero semantics.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence metadata, not a direction head.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-option-atm-ce-iv-v1","option.atm_ce_iv.v1","none","atm_iv","Versioned support variable for the high-frequency construction freeze.","Black-76 CE/PE inversion using F_exatm, exact expiry 15:30 IST time, r=0.055, and fresh quality-gated quotes.","absolute volatility","float","(0,+infinity)","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Level is support, not futures direction.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-option-atm-pe-iv-v1","option.atm_pe_iv.v1","none","atm_iv","Versioned support variable for the high-frequency construction freeze.","Black-76 CE/PE inversion using F_exatm, exact expiry 15:30 IST time, r=0.055, and fresh quality-gated quotes.","absolute volatility","float","(0,+infinity)","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Level is support, not futures direction.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-option-atm-iv-mid-v1","option.atm_iv_mid.v1","none","atm_iv","Versioned repricing_anchor variable for the high-frequency construction freeze.","Black-76 CE/PE inversion using F_exatm, exact expiry 15:30 IST time, r=0.055, and fresh quality-gated quotes.","absolute volatility","float","(0,+infinity)","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Level is support, not futures direction.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-option-atm-iv-shock-1s-bp-v1","option.atm_iv_shock_1s_bp.v1","none","atm_iv","Versioned shadow_candidate variable for the high-frequency construction freeze.","10000*(ATMIV_t-ATMIV_t-h) on exact same-epoch one-second endpoints.","IV basis points","float","real","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Positive means IV just rose.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-option-atm-iv-shock-5s-bp-v1","option.atm_iv_shock_5s_bp.v1","none","atm_iv","Versioned shadow_candidate variable for the high-frequency construction freeze.","10000*(ATMIV_t-ATMIV_t-h) on exact same-epoch one-second endpoints.","IV basis points","float","real","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Positive means IV just rose.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-006","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-option-atm-cp-iv-diff-bp-v1","option.atm_cp_iv_diff_bp.v1","none","atm_iv","Versioned redundancy_controlled variable for the high-frequency construction freeze.","10000*(ATM CE IV-ATM PE IV).","IV basis points","float","real","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Positive means call IV exceeds put IV.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-option-atm-vs-exatm-surface-gap-bp-v1","option.atm_vs_exatm_surface_gap_bp.v1","none","atm_iv","Versioned shadow_candidate variable for the high-frequency construction freeze.","10000*(traded ATM IV-ex-ATM fitted surface IV).","IV basis points","float","real","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Positive means traded ATM IV is rich.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-risk-atm-iv-vov-60s-bp-v1","risk.atm_iv_vov_60s_bp.v1","none","risk","Versioned gate_support variable for the high-frequency construction freeze.","Sample standard deviation (ddof=1) of valid one-second IV shocks over trailing 60 seconds; minimum 40.","IV basis points","float","[0,+infinity)","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Risk/gate support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-state-atm-iv-vov60-rel-v1","state.atm_iv_vov60_rel.v1","none","state","Versioned gate_support variable for the high-frequency construction freeze.","Current value classified against q33/q67 from prior 900 seconds, current excluded, minimum 120, same epoch.","categorical","categorical","low|mid|high","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Feature-specific support state.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-gate-atm-iv-reversal-mid-vov-v1","gate.atm_iv_reversal_mid_vov.v1","none","gate","Versioned shadow_confidence variable for the high-frequency construction freeze.","Deterministic conjunction of the versioned causal states named by the gate.","boolean","boolean","0|1 or missing","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Confidence/routing support only.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-006","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
"F-hf-postfill-aligned-fast-ofi-historical-v1","postfill.aligned_fast_ofi_historical.v1","none","post_fill","Versioned historical_replication_only variable for the high-frequency construction freeze.","position_sign*call_put_delta_sign*frozen predictor.","predictor units","float","real","instrument or option-contract|one-second decision anchor","Receive-time causal lineage; decision time in IST; source timestamps <= anchor.","session|connection_epoch|decision_timestamp|instrument or option contract","canonical futures/option BBO; L1-L5 quantity/order count; receive timestamp; connection epoch; expiry/strike/type","Reject crossed/invalid/stale inputs; preserve exact one-second endpoints and source lineage.","Feature-specific frozen window; rolling states never cross epochs.","Available at decision anchor only after all source inputs have arrived.","Stale, incomplete, crossed, unsupported, or zero-denominator inputs are missing; zero is retained only when mathematically observed.","Exactly as formula; no implicit standardization.","Sign aligned to reconstructed filled position benefit.","data/src/shaurya/data/high_frequency.py|research/registries/microstructure_features_v2.yaml","H-high-frequency-001|H-high-frequency-002|H-high-frequency-003|H-high-frequency-004|H-high-frequency-005|H-high-frequency-006|H-high-frequency-007|H-high-frequency-008","T-high-frequency-features|T-high-frequency-registries","Future endpoints, current-in-threshold leakage, stale as-of joins, reconnect bridging, and target-as-feature registration fail closed.","Verified from code|Verified from existing documentation"
